"source_key","osm_type","osm_id","scope","categories","source_version","derived_world_status","derived_object_key","part_keys","chunk_ids","representation_kind","dimension_rule","height_m","composite_key","note","vertex_count","triangle_count","collision_triangle_count","validation"
"w1212173451","way","1212173451","playable","roads_paths","2","represented","road:w1212173451","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1212173452","way","1212173452","playable","roads_paths","3","represented","road:w1212173452","roads-pedestrian:x_-1__z_2;roads-pedestrian:x_-1__z_3;roads:x_-1__z_2;roads:x_-1__z_3","x_-1__z_2;x_-1__z_3","direct","","","","","4023","3073","0","pass"
"w1212173453","way","1212173453","playable","roads_paths","3","represented","road:w1212173453","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1212173454","way","1212173454","playable","roads_paths","2","represented","road:w1212173454","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1212173455","way","1212173455","playable","roads_paths","2","represented","road:w1212173455","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1212173456","way","1212173456","playable","roads_paths","5","represented","road:w1212173456","roads-pedestrian:x_-1__z_3;roads-pedestrian:x_0__z_3;roads:x_-1__z_3;roads:x_0__z_3","x_-1__z_3;x_0__z_3","direct","","","","","2211","1703","0","pass"
"w1212173457","way","1212173457","playable","roads_paths","2","represented","road:w1212173457","roads-pedestrian:x_-1__z_3;roads-pedestrian:x_0__z_3;roads:x_-1__z_3;roads:x_0__z_3","x_-1__z_3;x_0__z_3","direct","","","","","2211","1703","0","pass"
"w1212173458","way","1212173458","playable","roads_paths","2","represented","road:w1212173458","roads-pedestrian:x_-1__z_3;roads-pedestrian:x_0__z_3;roads:x_-1__z_3;roads:x_0__z_3","x_-1__z_3;x_0__z_3","direct","","","","","2211","1703","0","pass"
"w1212173459","way","1212173459","playable","roads_paths","3","represented","road:w1212173459","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1212173460","way","1212173460","playable","roads_paths","5","represented","road:w1212173460","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1212173461","way","1212173461","playable","roads_paths","4","represented","road:w1212173461","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1212173462","way","1212173462","playable","roads_paths","3","represented","road:w1212173462","roads-pedestrian:x_-1__z_3;roads-pedestrian:x_0__z_2;roads-pedestrian:x_0__z_3;roads:x_-1__z_3;roads:x_0__z_2;roads:x_0__z_3","x_-1__z_3;x_0__z_2;x_0__z_3","direct","","","","","3575","2751","0","pass"
"w1212173463","way","1212173463","playable","roads_paths","2","represented","road:w1212173463","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1212173464","way","1212173464","playable","roads_paths","2","represented","road:w1212173464","roads-pedestrian:x_-1__z_2;roads-pedestrian:x_0__z_2;roads:x_-1__z_2;roads:x_0__z_2","x_-1__z_2;x_0__z_2","direct","","","","","3711","2797","0","pass"
"w1212173465","way","1212173465","playable","roads_paths","3","represented","road:w1212173465","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1212173466","way","1212173466","playable","roads_paths","6","represented","road:w1212173466","roads-pedestrian:x_-1__z_2;roads-pedestrian:x_-1__z_3;roads:x_-1__z_2;roads:x_-1__z_3","x_-1__z_2;x_-1__z_3","direct","","","","","4023","3073","0","pass"
"w1212173467","way","1212173467","playable","roads_paths","4","represented","road:w1212173467","roads-pedestrian:x_-1__z_2;roads-pedestrian:x_0__z_2;roads:x_-1__z_2;roads:x_0__z_2","x_-1__z_2;x_0__z_2","direct","","","","","3711","2797","0","pass"
"w1212173470","way","1212173470","playable","roads_paths","4","represented","road:w1212173470","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1212173471","way","1212173471","playable","roads_paths","5","represented","road:w1212173471","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads-pedestrian:x_-2__z_0;roads-pedestrian:x_-2__z_1;roads:x_-1__z_1;roads:x_-1__z_2;roads:x_-2__z_0;roads:x_-2__z_1","x_-2__z_0;x_-2__z_1;x_-1__z_1;x_-1__z_2","direct","","","","","8041","5986","0","pass"
"w1212176121","way","1212176121","playable","roads_paths","2","represented","road:w1212176121","roads:x_-2__z_0","x_-2__z_0","direct","","","","","1373","1097","0","pass"
"w1212176122","way","1212176122","playable","roads_paths","8","represented","road:w1212176122","roads:x_-1__z_1;roads:x_-1__z_2","x_-1__z_1;x_-1__z_2","direct","","","","","2794","2048","0","pass"
"w1212176123","way","1212176123","playable","roads_paths","2","represented","road:w1212176123","roads:x_-1__z_3","x_-1__z_3","direct","","","","","988","780","0","pass"
"w1212176708","way","1212176708","playable","roads_paths","2","represented","road:w1212176708","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads:x_-1__z_1;roads:x_-1__z_2","x_-1__z_1;x_-1__z_2","direct","","","","","4824","3521","0","pass"
"w1222505189","way","1222505189","playable","roads_paths","4","represented","road:w1222505189","roads:x_1__z_2;roads:x_2__z_1;roads:x_2__z_2","x_1__z_2;x_2__z_1;x_2__z_2","direct","","","","","577","371","0","pass"
"w1222505190","way","1222505190","playable","roads_paths","2","represented","road:w1222505190","roads:x_1__z_2","x_1__z_2","direct","","","","","360","248","0","pass"
"w1222514694","way","1222514694","playable","roads_paths","4","represented","road:w1222514694","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1242725087","way","1242725087","playable","roads_paths","1","represented","road:w1242725087","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1242725088","way","1242725088","playable","roads_paths","2","represented","road:w1242725088","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1242725089","way","1242725089","playable","roads_paths","1","represented","road:w1242725089","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads-pedestrian:x_0__z_2;roads:x_-1__z_1;roads:x_-1__z_2;roads:x_0__z_2","x_-1__z_1;x_-1__z_2;x_0__z_2","direct","","","","","6188","4569","0","pass"
"w1246235705","way","1246235705","playable","roads_paths","5","represented","road:w1246235705","roads:x_0__z_0;roads:x_0__z_1;roads:x_1__z_0","x_0__z_0;x_0__z_1;x_1__z_0","direct","","","","","1582","1116","0","pass"
"w1248964738","way","1248964738","playable","roads_paths","4","represented","road:w1248964738","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1248964740","way","1248964740","playable","roads_paths","3","represented","road:w1248964740","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1248964742","way","1248964742","playable","roads_paths","4","represented","road:w1248964742","roads:x_-1__z_3","x_-1__z_3","direct","","","","","988","780","0","pass"
"w1248964743","way","1248964743","playable","roads_paths","2","represented","road:w1248964743","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1248964744","way","1248964744","playable","roads_paths","3","represented","road:w1248964744","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1248964745","way","1248964745","playable","roads_paths","2","represented","road:w1248964745","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1249412095","way","1249412095","playable","roads_paths","5","represented","road:w1249412095","roads-pedestrian:x_-1__z_0;roads-pedestrian:x_-1__z_1;roads:x_-1__z_0;roads:x_-1__z_1","x_-1__z_0;x_-1__z_1","direct","","","","","4388","3127","0","pass"
"w1249412096","way","1249412096","playable","roads_paths","5","represented","road:w1249412096","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads:x_-1__z_1;roads:x_-1__z_2","x_-1__z_1;x_-1__z_2","direct","","","","","4824","3521","0","pass"
"w1249412098","way","1249412098","playable","roads_paths","1","represented","road:w1249412098","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412099","way","1249412099","playable","roads_paths","2","represented","road:w1249412099","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412100","way","1249412100","playable","roads_paths","1","represented","road:w1249412100","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412102","way","1249412102","playable","roads_paths","3","represented","road:w1249412102","roads-pedestrian:x_0__z_2;roads-pedestrian:x_0__z_3;roads:x_0__z_2;roads:x_0__z_3","x_0__z_2;x_0__z_3","direct","","","","","1899","1427","0","pass"
"w1249412103","way","1249412103","playable","roads_paths","1","represented","road:w1249412103","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412104","way","1249412104","playable","roads_paths","1","represented","road:w1249412104","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412105","way","1249412105","playable","roads_paths","1","represented","road:w1249412105","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412106","way","1249412106","playable","roads_paths","1","represented","road:w1249412106","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412107","way","1249412107","playable","roads_paths","1","represented","road:w1249412107","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412108","way","1249412108","playable","roads_paths","1","represented","road:w1249412108","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412109","way","1249412109","playable","roads_paths","1","represented","road:w1249412109","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412110","way","1249412110","playable","roads_paths","2","represented","road:w1249412110","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412111","way","1249412111","playable","roads_paths","1","represented","road:w1249412111","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412112","way","1249412112","playable","roads_paths","2","represented","road:w1249412112","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412113","way","1249412113","playable","roads_paths","3","represented","road:w1249412113","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412114","way","1249412114","playable","roads_paths","1","represented","road:w1249412114","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412115","way","1249412115","playable","roads_paths","1","represented","road:w1249412115","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412116","way","1249412116","playable","roads_paths","1","represented","road:w1249412116","roads-pedestrian:x_-1__z_2;roads-pedestrian:x_0__z_2;roads:x_-1__z_2;roads:x_0__z_2","x_-1__z_2;x_0__z_2","direct","","","","","3711","2797","0","pass"
"w1249412117","way","1249412117","playable","roads_paths","1","represented","road:w1249412117","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412118","way","1249412118","playable","roads_paths","2","represented","road:w1249412118","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412119","way","1249412119","playable","roads_paths","2","represented","road:w1249412119","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412120","way","1249412120","playable","roads_paths","2","represented","road:w1249412120","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1249412121","way","1249412121","playable","roads_paths","2","represented","road:w1249412121","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1249412122","way","1249412122","playable","roads_paths","2","represented","road:w1249412122","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1249412123","way","1249412123","playable","roads_paths","2","represented","road:w1249412123","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1249412124","way","1249412124","playable","roads_paths","2","represented","road:w1249412124","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1249412125","way","1249412125","playable","roads_paths","2","represented","road:w1249412125","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1249412126","way","1249412126","playable","roads_paths","2","represented","road:w1249412126","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1249797943","way","1249797943","playable","roads_paths","1","represented","road:w1249797943","roads:x_-1__z_3","x_-1__z_3","direct","","","","","988","780","0","pass"
"w1249797944","way","1249797944","playable","roads_paths","2","represented","road:w1249797944","roads:x_-1__z_2;roads:x_-1__z_3","x_-1__z_2;x_-1__z_3","direct","","","","","2333","1790","0","pass"
"w1249797945","way","1249797945","playable","roads_paths","2","represented","road:w1249797945","roads:x_-1__z_2","x_-1__z_2","direct","","","","","1345","1010","0","pass"
"w1249797946","way","1249797946","playable","roads_paths","2","represented","road:w1249797946","roads:x_-1__z_2;roads:x_0__z_2","x_-1__z_2;x_0__z_2","direct","","","","","2151","1634","0","pass"
"w1252737727","way","1252737727","playable","roads_paths","3","represented","road:w1252737727","roads:x_1__z_0;roads:x_1__z_1","x_1__z_0;x_1__z_1","direct","","","","","416","268","0","pass"
"w1252737728","way","1252737728","playable","roads_paths","1","represented","road:w1252737728","roads:x_1__z_0","x_1__z_0","direct","","","","","392","252","0","pass"
"w1252737729","way","1252737729","playable","roads_paths","2","represented","road:w1252737729","roads:x_2__z_1","x_2__z_1","direct","","","","","179","101","0","pass"
"w1252737730","way","1252737730","playable","roads_paths","1","represented","road:w1252737730","roads-pedestrian:x_0__z_1;roads:x_0__z_1","x_0__z_1","direct","","","","","1099","833","0","pass"
"w1252737731","way","1252737731","playable","roads_paths","2","represented","road:w1252737731","roads:x_0__z_1;roads:x_0__z_2","x_0__z_1;x_0__z_2","direct","","","","","1519","1169","0","pass"
"w1252737735","way","1252737735","playable","roads_paths","3","represented","road:w1252737735","roads:x_1__z_-1","x_1__z_-1","direct","","","","","377","219","0","pass"
"w1252737736","way","1252737736","playable","roads_paths","1","represented","road:w1252737736","roads:x_0__z_-2","x_0__z_-2","direct","","","","","601","417","0","pass"
"w1252737737","way","1252737737","playable","roads_paths","1","represented","road:w1252737737","roads:x_0__z_-2","x_0__z_-2","direct","","","","","601","417","0","pass"
"w1252737753","way","1252737753","playable","roads_paths","2","represented","road:w1252737753","roads:x_1__z_0","x_1__z_0","direct","","","","","392","252","0","pass"
"w1252738864","way","1252738864","playable","roads_paths","1","represented","road:w1252738864","roads:x_0__z_1","x_0__z_1","direct","","","","","713","545","0","pass"
"w1252738865","way","1252738865","playable","roads_paths","3","represented","road:w1252738865","roads:x_0__z_1","x_0__z_1","direct","","","","","713","545","0","pass"
"w1252738866","way","1252738866","playable","roads_paths","3","represented","road:w1252738866","roads:x_0__z_0","x_0__z_0","direct","","","","","477","319","0","pass"
"w1307987453","way","1307987453","playable","roads_paths","1","represented","road:w1307987453","roads-pedestrian:x_-3__z_-2;roads:x_-3__z_-2","x_-3__z_-2","direct","","","","","1234","940","0","pass"
"w1369812234","way","1369812234","playable","roads_paths","2","represented","road:w1369812234","roads-pedestrian:x_0__z_2;roads-pedestrian:x_0__z_3;roads-pedestrian:x_1__z_2;roads:x_0__z_2;roads:x_0__z_3;roads:x_1__z_2","x_0__z_2;x_0__z_3;x_1__z_2","direct","","","","","2278","1690","0","pass"
"w1370667321","way","1370667321","playable","roads_paths","1","represented","road:w1370667321","roads-pedestrian:x_0__z_2;roads-pedestrian:x_0__z_3;roads:x_0__z_2;roads:x_0__z_3","x_0__z_2;x_0__z_3","direct","","","","","1899","1427","0","pass"
"w1370667322","way","1370667322","playable","roads_paths","1","represented","road:w1370667322","roads:x_0__z_2","x_0__z_2","direct","","","","","806","624","0","pass"
"w1370667325","way","1370667325","playable","roads_paths","3","represented","road:w1370667325","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667326","way","1370667326","playable","roads_paths","2","represented","road:w1370667326","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads:x_-1__z_1;roads:x_-1__z_2","x_-1__z_1;x_-1__z_2","direct","","","","","4824","3521","0","pass"
"w1370667327","way","1370667327","playable","roads_paths","2","represented","road:w1370667327","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667328","way","1370667328","playable","roads_paths","1","represented","road:w1370667328","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667329","way","1370667329","playable","roads_paths","1","represented","road:w1370667329","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667330","way","1370667330","playable","roads_paths","1","represented","road:w1370667330","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667331","way","1370667331","playable","roads_paths","1","represented","road:w1370667331","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667332","way","1370667332","playable","roads_paths","1","represented","road:w1370667332","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667333","way","1370667333","playable","roads_paths","1","represented","road:w1370667333","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667334","way","1370667334","playable","roads_paths","1","represented","road:w1370667334","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667335","way","1370667335","playable","roads_paths","1","represented","road:w1370667335","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667337","way","1370667337","playable","roads_paths","1","represented","road:w1370667337","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667338","way","1370667338","playable","roads_paths","1","represented","road:w1370667338","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1370667339","way","1370667339","playable","roads_paths","1","represented","road:w1370667339","roads-pedestrian:x_-1__z_2;roads-pedestrian:x_-1__z_3;roads:x_-1__z_2;roads:x_-1__z_3","x_-1__z_2;x_-1__z_3","direct","","","","","4023","3073","0","pass"
"w1370667340","way","1370667340","playable","roads_paths","1","represented","road:w1370667340","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1370667341","way","1370667341","playable","roads_paths","1","represented","road:w1370667341","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1370667342","way","1370667342","playable","roads_paths","1","represented","road:w1370667342","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1370667343","way","1370667343","playable","roads_paths","1","represented","road:w1370667343","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1375156122","way","1375156122","playable","roads_paths","1","represented","road:w1375156122","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1375156123","way","1375156123","playable","roads_paths","1","represented","road:w1375156123","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads:x_-1__z_1;roads:x_-1__z_2","x_-1__z_1;x_-1__z_2","direct","","","","","4824","3521","0","pass"
"w1375156124","way","1375156124","playable","roads_paths","1","represented","road:w1375156124","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1375156125","way","1375156125","playable","roads_paths","1","represented","road:w1375156125","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1375156126","way","1375156126","playable","roads_paths","1","represented","road:w1375156126","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1375156127","way","1375156127","playable","roads_paths","1","represented","road:w1375156127","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1375156128","way","1375156128","playable","roads_paths","1","represented","road:w1375156128","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1375156129","way","1375156129","playable","roads_paths","1","represented","road:w1375156129","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1375156130","way","1375156130","playable","roads_paths","1","represented","road:w1375156130","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156131","way","1375156131","playable","roads_paths","1","represented","road:w1375156131","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156132","way","1375156132","playable","roads_paths","1","represented","road:w1375156132","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156133","way","1375156133","playable","roads_paths","1","represented","road:w1375156133","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156134","way","1375156134","playable","roads_paths","1","represented","road:w1375156134","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-2__z_1;roads:x_-1__z_1;roads:x_-2__z_1","x_-2__z_1;x_-1__z_1","direct","","","","","3262","2289","0","pass"
"w1375156135","way","1375156135","playable","roads_paths","1","represented","road:w1375156135","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156136","way","1375156136","playable","roads_paths","1","represented","road:w1375156136","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156137","way","1375156137","playable","roads_paths","1","represented","road:w1375156137","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156138","way","1375156138","playable","roads_paths","1","represented","road:w1375156138","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156139","way","1375156139","playable","roads_paths","1","represented","road:w1375156139","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156140","way","1375156140","playable","roads_paths","1","represented","road:w1375156140","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156141","way","1375156141","playable","roads_paths","1","represented","road:w1375156141","roads-pedestrian:x_-2__z_1;roads:x_-2__z_1","x_-2__z_1","direct","","","","","785","517","0","pass"
"w1375156142","way","1375156142","playable","roads_paths","1","represented","road:w1375156142","roads-pedestrian:x_-2__z_1;roads:x_-2__z_1","x_-2__z_1","direct","","","","","785","517","0","pass"
"w1375156143","way","1375156143","playable","roads_paths","1","represented","road:w1375156143","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156144","way","1375156144","playable","roads_paths","1","represented","road:w1375156144","roads-pedestrian:x_-2__z_1;roads:x_-2__z_1","x_-2__z_1","direct","","","","","785","517","0","pass"
"w1375156145","way","1375156145","playable","roads_paths","1","represented","road:w1375156145","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156146","way","1375156146","playable","roads_paths","1","represented","road:w1375156146","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156147","way","1375156147","playable","roads_paths","1","represented","road:w1375156147","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156148","way","1375156148","playable","roads_paths","1","represented","road:w1375156148","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156149","way","1375156149","playable","roads_paths","1","represented","road:w1375156149","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156150","way","1375156150","playable","roads_paths","1","represented","road:w1375156150","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156151","way","1375156151","playable","roads_paths","1","represented","road:w1375156151","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156152","way","1375156152","playable","roads_paths","1","represented","road:w1375156152","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156153","way","1375156153","playable","roads_paths","1","represented","road:w1375156153","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156154","way","1375156154","playable","roads_paths","1","represented","road:w1375156154","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156155","way","1375156155","playable","roads_paths","1","represented","road:w1375156155","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156156","way","1375156156","playable","roads_paths","1","represented","road:w1375156156","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156157","way","1375156157","playable","roads_paths","1","represented","road:w1375156157","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1375156158","way","1375156158","playable","roads_paths","1","represented","road:w1375156158","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
