"source_key","osm_type","osm_id","source_version","source_timestamp","scope","categories","source_geometry_types","selected_geometry_family","name","primary_tag","height","building_levels","derived_world_status","derived_object_key","notes","tags_json"
"w1375156140","way","1375156140","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""unmarked"",""crossing:markings"":""no"",""footway"":""crossing"",""highway"":""footway"",""surface"":""concrete""}"
"w1375156141","way","1375156141","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1375156142","way","1375156142","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1375156143","way","1375156143","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""unmarked"",""crossing:markings"":""no"",""footway"":""crossing"",""highway"":""footway"",""surface"":""concrete""}"
"w1375156144","way","1375156144","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1375156145","way","1375156145","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""concrete""}"
"w1375156146","way","1375156146","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""concrete""}"
"w1375156147","way","1375156147","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1375156148","way","1375156148","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1375156149","way","1375156149","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1375156150","way","1375156150","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1375156151","way","1375156151","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1375156152","way","1375156152","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1375156153","way","1375156153","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1375156154","way","1375156154","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""yes"",""footway"":""crossing"",""highway"":""footway"",""surface"":""concrete""}"
"w1375156155","way","1375156155","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1375156156","way","1375156156","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1375156157","way","1375156157","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1375156158","way","1375156158","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString|MultiPolygon","line","","highway=platform","","","not_started","","","{""bus"":""yes"",""highway"":""platform"",""public_transport"":""platform""}"
"w1375156159","way","1375156159","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1375156160","way","1375156160","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1375156161","way","1375156161","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1375156162","way","1375156162","1","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1428130463","way","1428130463","1","2025-09-08T21:18:15Z","playable","roads_paths","LineString","line","Waterfront Plaza","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""name"":""Waterfront Plaza"",""surface"":""concrete""}"
"w1428130464","way","1428130464","1","2025-09-08T21:18:15Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""crossing"":""traffic_signals"",""crossing:markings"":""dots;pictograms"",""crossing:signals"":""yes"",""cycleway"":""crossing"",""highway"":""cycleway"",""oneway"":""no"",""surface"":""asphalt""}"
"w1472754371","way","1472754371","2","2026-06-14T21:05:10Z","playable","roads_paths","LineString","line","","highway=path","","","not_started","","","{""highway"":""path"",""surface"":""unpaved""}"
"w1473022590","way","1473022590","3","2026-06-18T14:24:27Z","playable","roads_paths","LineString","line","","highway=pedestrian","","","not_started","","","{""highway"":""pedestrian""}"
"w1473022591","way","1473022591","3","2026-06-18T14:24:27Z","playable","roads_paths","LineString","line","","highway=pedestrian","","","not_started","","","{""highway"":""pedestrian""}"
"w1473022592","way","1473022592","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway""}"
"w1473022593","way","1473022593","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","Westside Drive","highway=track","","","not_started","","","{""highway"":""track"",""lit"":""no"",""name"":""Westside Drive"",""surface"":""dirt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Westside"",""tiger:name_type"":""Dr""}"
"w1473022594","way","1473022594","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","Westside Drive","highway=residential","","","not_started","","","{""highway"":""residential"",""name"":""Westside Drive"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Westside"",""tiger:name_type"":""Dr""}"
"w1473022595","way","1473022595","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","Lester Court","highway=residential","","","not_started","","","{""highway"":""residential"",""name"":""Lester Court"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Lester"",""tiger:name_type"":""Ct"",""tiger:reviewed"":""no""}"
"w1473022597","way","1473022597","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""foot"":""yes"",""highway"":""service"",""leisure"":""slipway"",""service"":""slipway""}"
"w1473022598","way","1473022598","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022599","way","1473022599","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""no"",""highway"":""service""}"
"w1473022600","way","1473022600","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473022601","way","1473022601","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473022603","way","1473022603","2","2026-04-02T01:25:36Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473022604","way","1473022604","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473022605","way","1473022605","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473022606","way","1473022606","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway""}"
"w1473022607","way","1473022607","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service"",""service"":""parking_aisle""}"
"w1473022608","way","1473022608","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","Bigelow Court","highway=residential","","","not_started","","","{""access"":""private"",""highway"":""residential"",""name"":""Bigelow Court"",""oneway"":""no"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Halyburton"",""tiger:name_type"":""Ct"",""tiger:reviewed"":""no""}"
"w1473022609","way","1473022609","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","13th Street","highway=residential","","","not_started","","","{""access"":""private"",""highway"":""residential"",""name"":""13th Street"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""13th;Halyburton"",""tiger:name_type"":""St;Ct"",""tiger:reviewed"":""no""}"
"w1473022610","way","1473022610","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473022611","way","1473022611","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022612","way","1473022612","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022613","way","1473022613","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022614","way","1473022614","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022615","way","1473022615","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022616","way","1473022616","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022617","way","1473022617","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022618","way","1473022618","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473022619","way","1473022619","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022620","way","1473022620","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022621","way","1473022621","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473022622","way","1473022622","1","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service"",""service"":""parking_aisle""}"
"w1473253272","way","1473253272","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473253273","way","1473253273","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473253274","way","1473253274","2","2026-05-11T11:22:38Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1473253275","way","1473253275","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","4th Street","highway=residential","","","not_started","","","{""access"":""no"",""highway"":""residential"",""maxspeed"":""10 mph"",""name"":""4th Street"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""4th"",""tiger:name_type"":""St""}"
"w1473253277","way","1473253277","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","Avenue D","highway=residential","","","not_started","","","{""highway"":""residential"",""name"":""Avenue D"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Avenue D""}"
"w1473253278","way","1473253278","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","Avenue D","highway=residential","","","not_started","","","{""highway"":""residential"",""name"":""Avenue D"",""oneway"":""yes"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Avenue D""}"
"w1473253279","way","1473253279","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","Avenue D","highway=residential","","","not_started","","","{""access"":""private"",""highway"":""residential"",""name"":""Avenue D"",""oneway"":""yes"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Avenue D""}"
"w1473253280","way","1473253280","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","Avenue D","highway=residential","","","not_started","","","{""highway"":""residential"",""name"":""Avenue D"",""oneway"":""yes"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Avenue D""}"
"w1473253281","way","1473253281","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","Avenue D","highway=residential","","","not_started","","","{""access"":""private"",""highway"":""residential"",""name"":""Avenue D"",""oneway"":""yes"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Avenue D""}"
"w1473253282","way","1473253282","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service"",""service"":""parking_aisle""}"
"w1473253283","way","1473253283","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473253284","way","1473253284","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""highway"":""service""}"
"w1473253285","way","1473253285","1","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1512043163","way","1512043163","1","2026-05-11T11:22:38Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1512043164","way","1512043164","1","2026-05-11T11:22:38Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1512043165","way","1512043165","1","2026-05-11T11:22:38Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1530613461","way","1530613461","1","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","Perimeter Path","highway=footway","","","not_started","","","{""access"":""no"",""bicycle"":""no"",""foot"":""yes"",""highway"":""footway"",""name"":""Perimeter Path"",""smoothness"":""good"",""surface"":""asphalt""}"
"w1530613463","way","1530613463","1","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1530613464","way","1530613464","1","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""bicycle"":""designated"",""foot"":""designated"",""highway"":""cycleway"",""smoothness"":""excellent"",""surface"":""concrete""}"
"w1530613465","way","1530613465","1","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""bicycle"":""permissive"",""cycleway"":""lane"",""highway"":""footway"",""motor_vehicle"":""no"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Avenue of the Palms""}"
"w1530613466","way","1530613466","1","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","Perimeter Path","highway=footway","","","not_started","","","{""access"":""no"",""bicycle"":""yes"",""foot"":""yes"",""highway"":""footway"",""name"":""Perimeter Path"",""smoothness"":""good"",""surface"":""asphalt""}"
"w1530615890","way","1530615890","1","2026-06-18T14:24:27Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""bicycle"":""yes"",""highway"":""cycleway"",""surface"":""paved""}"
"r17241151","relation","17241151","1","2024-02-20T05:25:18Z","playable","major_area","MultiPolygon","area","","landuse=residential","","","not_started","","","{""landuse"":""residential""}"
"r17241152","relation","17241152","1","2024-02-20T05:25:18Z","playable","major_area","MultiPolygon","area","","landuse=construction","","","not_started","","","{""access"":""no"",""description"":""Rough outline of the area fenced off due to environment pollution / radiation"",""fixme"":""still accurate?"",""hazard"":""radiation"",""landuse"":""construction"",""note"":""Area under environmental investigation""}"
"r19585233","relation","19585233","2","2025-10-08T21:35:57Z","playable","major_area","MultiPolygon","area","Marina Plaza","leisure=park","","","not_started","","","{""layer"":""0"",""leisure"":""park"",""name"":""Marina Plaza""}"
"w28353177","way","28353177","5","2024-02-20T05:25:18Z","playable","major_area","LineString|MultiPolygon","area","Tepper Little League Field #1","leisure=sports_centre","","","not_started","","","{""addr:housenumber"":""849"",""addr:street"":""4th Street"",""leisure"":""sports_centre"",""location"":""outdoor"",""name"":""Tepper Little League Field #1"",""sport"":""baseball""}"
"w28356842","way","28356842","3","2023-04-23T10:35:16Z","playable","major_area","LineString|MultiPolygon","area","","leisure=pitch","","","not_started","","","{""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball""}"
"w28356874","way","28356874","7","2024-02-20T05:25:18Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w28356892","way","28356892","7","2020-02-23T20:35:16Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w34313521","way","34313521","4","2018-01-25T17:34:27Z","playable","major_area|building","LineString|MultiPolygon","area","US Dept of Labor Job Corps Food Service Building 368","amenity=restaurant","6","","not_started","","","{""addr:housenumber"":""575"",""addr:street"":""Avenue D"",""amenity"":""restaurant"",""building"":""yes"",""height"":""6"",""name"":""US Dept of Labor Job Corps Food Service Building 368"",""source"":""Yahoo""}"
"w34313547","way","34313547","6","2024-02-20T01:39:43Z","playable","major_area|building","LineString|MultiPolygon","area","Treasure Island Community YMCA","leisure=sports_centre","9","","not_started","","","{""brand"":""YMCA"",""brand:wikidata"":""Q157169"",""building"":""yes"",""check_date"":""2024-02-19"",""height"":""9"",""leisure"":""sports_centre"",""name"":""Treasure Island Community YMCA"",""source"":""Yahoo""}"
"w52721884","way","52721884","2","2011-01-25T02:44:57Z","playable","major_area","LineString|MultiPolygon","area","","leisure=common","","","not_started","","","{""leisure"":""common""}"
"w95934095","way","95934095","2","2019-10-01T11:08:19Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w95934109","way","95934109","2","2019-10-01T11:08:19Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w95934133","way","95934133","2","2019-10-01T11:08:19Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w95934134","way","95934134","2","2019-10-01T11:08:19Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w95934141","way","95934141","2","2019-10-01T11:08:19Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w96665888","way","96665888","3","2023-04-23T10:35:16Z","playable","major_area","LineString|MultiPolygon","area","","leisure=pitch","","","not_started","","","{""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball""}"
"w96665901","way","96665901","4","2025-02-03T10:07:38Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""street_side""}"
"w96665914","way","96665914","5","2025-10-08T21:35:57Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w96665934","way","96665934","3","2023-04-23T10:35:16Z","playable","major_area","LineString|MultiPolygon","area","","leisure=pitch","","","not_started","","","{""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball""}"
"w96698621","way","96698621","4","2020-01-18T01:58:25Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w96698661","way","96698661","2","2019-10-01T11:08:19Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w96698665","way","96698665","2","2019-10-01T11:08:19Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w99060801","way","99060801","2","2014-12-29T14:41:02Z","playable","major_area","LineString|MultiPolygon","area","Gaelic Athletic Association Field B","leisure=pitch","","","not_started","","","{""barrier"":""fence"",""leisure"":""pitch"",""name"":""Gaelic Athletic Association Field B""}"
"w99060807","way","99060807","2","2014-12-29T14:41:02Z","playable","major_area","LineString|MultiPolygon","area","Gaelic Athletic Association Field A","leisure=pitch","","","not_started","","","{""addr:street"":""Avenue E"",""alt_name"":""Pairc na nGael"",""leisure"":""pitch"",""name"":""Gaelic Athletic Association Field A""}"
"w109022547","way","109022547","5","2023-08-07T14:32:53Z","playable","major_area","LineString|MultiPolygon","area","Ketcham Little League Field #2","leisure=sports_centre","","","not_started","","","{""addr:street"":""8th Street"",""leisure"":""sports_centre"",""location"":""outdoor"",""name"":""Ketcham Little League Field #2""}"
"w109022552","way","109022552","1","2011-04-18T00:31:46Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking"",""parking"":""surface""}"
"w133809962","way","133809962","1","2011-10-19T05:24:14Z","playable","major_area","LineString|MultiPolygon","area","","leisure=pitch","","","not_started","","","{""leisure"":""pitch"",""sport"":""baseball""}"
"w133809964","way","133809964","3","2024-02-20T05:25:18Z","playable","major_area","LineString|MultiPolygon","area","","leisure=pitch","","","not_started","","","{""leisure"":""pitch"",""sport"":""baseball""}"
"w269856850","way","269856850","5","2024-02-20T05:25:18Z","playable","major_area","LineString|MultiPolygon","area","","landuse=industrial","","","not_started","","","{""landuse"":""industrial""}"
"w291189336","way","291189336","3","2017-12-08T04:11:03Z","playable","major_area|building","LineString|MultiPolygon","area","Navy Chapel Building 187","amenity=place_of_worship","10","","not_started","","","{""addr:housenumber"":""51"",""addr:street"":""California Avenue"",""amenity"":""place_of_worship"",""building"":""yes"",""description"":""non-denominational wedding chapel"",""height"":""10"",""name"":""Navy Chapel Building 187""}"
"w291189918","way","291189918","2","2025-11-07T19:02:35Z","playable","major_area|building","LineString|MultiPolygon","area","Oasis - pizzeria & event venue","amenity=restaurant","","","not_started","","","{""addr:housenumber"":""401"",""addr:postcode"":""94130"",""addr:street"":""California Avenue"",""amenity"":""restaurant"",""building"":""yes"",""cuisine"":""pizza"",""internet_access"":""no"",""name"":""Oasis - pizzeria & event venue"",""opening_hours"":""11:00-21:00"",""phone"":""+1-415-765-1900"",""website"":""treasureislandevent.com""}"
"w545387425","way","545387425","3","2024-05-17T01:31:50Z","playable","major_area","LineString|MultiPolygon","area","Treasure Island Playground","leisure=playground","","","not_started","","","{""leisure"":""playground"",""name"":""Treasure Island Playground""}"
"w545387428","way","545387428","1","2017-12-08T04:11:03Z","playable","major_area","LineString|MultiPolygon","area","","leisure=pitch","","","not_started","","","{""leisure"":""pitch"",""sport"":""boules""}"
"w764313741","way","764313741","4","2022-03-25T17:56:41Z","playable","major_area|building","LineString|MultiPolygon","area","San Francisco Fire Station 48","amenity=fire_station","","","not_started","","","{""addr:city"":""San Francisco"",""addr:country"":""US"",""addr:state"":""CA"",""amenity"":""fire_station"",""building"":""yes"",""name"":""San Francisco Fire Station 48"",""operator"":""San Francisco Fire Department"",""operator:wikidata"":""Q7414030"",""operator:wikipedia"":""en:San Francisco Fire Department""}"
"w775796578","way","775796578","2","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","leisure=park","","","not_started","","","{""leisure"":""park""}"
"w775820810","way","775820810","3","2026-07-02T04:09:31Z","playable","major_area","LineString|MultiPolygon","area","","landuse=construction","","","not_started","","","{""landuse"":""construction""}"
"w775820811","way","775820811","2","2026-02-01T00:54:18Z","playable","major_area","LineString|MultiPolygon","area","","landuse=construction","","","not_started","","","{""landuse"":""construction""}"
"w850003199","way","850003199","1","2020-09-22T05:16:07Z","playable","major_area","LineString|MultiPolygon","area","","amenity=parking","","","not_started","","","{""amenity"":""parking""}"
"w899364786","way","899364786","2","2026-02-01T00:54:18Z","playable","major_area","LineString|MultiPolygon","area","","landuse=construction","","","not_started","","","{""landuse"":""construction""}"
"w899364787","way","899364787","1","2021-01-24T04:49:05Z","playable","major_area","LineString|MultiPolygon","area","","landuse=construction","","","not_started","","","{""landuse"":""construction""}"
"w1043836449","way","1043836449","2","2026-01-31T18:57:13Z","playable","major_area","LineString|MultiPolygon","area","San Francisco Fire Department Treasure Island Training Facility","amenity=school","","","not_started","","","{""amenity"":""school"",""name"":""San Francisco Fire Department Treasure Island Training Facility"",""old_name"":""US Naval Station Treasure Island Shipboard Firefighting School""}"
"w1061513876","way","1061513876","1","2022-05-18T19:55:38Z","playable","major_area","LineString|MultiPolygon","area","Treasure Island Skate Park","leisure=pitch","","","not_started","","","{""alt_name"":""Skate Park Treasure Island"",""contact:instagram"":""https://www.instagram.com/sk8park_ti/"",""leisure"":""pitch"",""name"":""Treasure Island Skate Park"",""short_name"":""S.P.T.I."",""sport"":""skateboard"",""surface"":""concrete""}"
"w1098437822","way","1098437822","1","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","landuse=grass","","","not_started","","","{""landuse"":""grass""}"
"w1098437829","way","1098437829","1","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","landuse=grass","","","not_started","","","{""landuse"":""grass""}"
"w1098437839","way","1098437839","1","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","landuse=grass","","","not_started","","","{""landuse"":""grass""}"
"w1098437845","way","1098437845","1","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","landuse=grass","","","not_started","","","{""landuse"":""grass""}"
"w1098437846","way","1098437846","1","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","landuse=grass","","","not_started","","","{""landuse"":""grass""}"
"w1098437861","way","1098437861","1","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","landuse=grass","","","not_started","","","{""landuse"":""grass""}"
"w1098437862","way","1098437862","1","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","landuse=grass","","","not_started","","","{""landuse"":""grass""}"
"w1098437863","way","1098437863","1","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","landuse=grass","","","not_started","","","{""landuse"":""grass""}"
"w1098437864","way","1098437864","1","2022-09-28T04:35:17Z","playable","major_area","LineString|MultiPolygon","area","","landuse=grass","","","not_started","","","{""landuse"":""grass""}"
